	Biamonti	Hess	Op.	Grove	WoO	Title 1	Title 2	Composition Dates 1	Composition Dates 2	Notes 1	Key	Scoring	Genre	Notes 2	Same As	ROW 2
877	563/14			224/14	153/14	"Folksong Setting: ""Paddy O’Rafferty""; #14 of 20 Irish songs"			1810	words: Alexander Boswell					"WoO 153 #14, Grove 224"	
878	563/15			224/15	153/15	"Folksong Setting: ""‘Tis but in vain, for nothing thrives""; #15 of 20 Irish songs"			1813	words: William Smyth; replacement setting for Hess 197					"WoO 153 #15, Grove 224"	
879	563/16			224/16	153/16	"Folksong Setting: ""O might I but my Patrick love!"" (English); #16 of 20 Irish songs"			1813	words: William Smyth					"WoO 153 #16, Grove 224"	
880	563/17			224/17	153/17	"Folksong Setting: ""Come, Darby dear! easy, be easy""; #17 of 20 Irish songs"			1813	words: William Smyth					"WoO 153 #17, Grove 224"	
881	563/18			224/18	153/18	"Folksong Setting: ""No more, my Mary, I sigh for splendour""; #18 of 20 Irish songs"			1813	words: William Smyth					"WoO 153 #18, Grove 224"	
882	563/19			224/19	153/19	"Folksong Setting: ""Judy, lovely, matchless creature""; #19 of 20 Irish songs"			1813	words: Alexander Boswell					"WoO 153 #19, Grove 224"	
883	563/20			224/20	153/20	"Folksong Setting: ""Thy ship must sail, my Henry dear""; #20 of 20 Irish songs"			1813	words: William Smyth					"WoO 153 #20, Grove 224"	
884	564/1	194				"Folksong Setting: ""I dream’d I lay where flow’rs were springing"" (Irish)"			1810	words: Robert Burns; original setting of WoO 153 #5					Hess 194	
885	564/2	195				"Folksong Setting: ""When far from the home"" (Irish)"			1813	words: David Thomson; alternative setting for WoO 153 #11					Hess 195	
886	564/3	196				"Folksong Setting: ""I’ll praise the saints with early song"" (Irish)"			1810	words: William Smyth; original setting of WoO 153 #12					Hess 196	
887	564/4	197				"Folksong Setting: ""‘Tis but in vain, for nothing thrives"" (Irish)"			1810	words: William Smyth; original setting of WoO 153 #15					Hess 197	
888	565/	—	—	225/	154/		Irish Songs (12)	1812-13				vv vn vc pf	Vocal		"WoO 154 (all), Grove 225 (all)"	482
889	565/1			225/01	154/01	"Folksong Setting: ""The Elfin Fairies"", ""We fairy elves in secret dells"", air: ""Planxty Kelly""; #1 of 12 Irish songs"			1813	words: David Thomson					"WoO 154 #1, Grove 225"	
890	565/2			225/02	154/02	"Folksong Setting: ""O harp of Erin"", ""O harp of Erin thou art now laid low"", air: ""I once had a true love""; #2 of 12 Irish songs"			1813	words: David Thomson; replacement setting for WoO 152 #25					"WoO 154 #2, Grove 225"	
891	565/3			225/03	154/03	"Folksong Setting: ""The Farewell Song"", ""O Erin"", air: ""The old woman""; #3 of 12 Irish songs"			1813	words: William Smyth					"WoO 154 #3, Grove 225"	
892	565/4			225/04	154/04	"Folksong Setting: ""The pulse of a Irishman"", air: ""St Patrick’s Day""; #4 of 12 Irish songs"			1813	words: Alexander Boswell; {like Let Brainspinning Swains}					"WoO 154 #4, Grove 225"	
893	565/5			225/05	154/05	"Folksong Setting: ""O who, my dear Dermot"", air: ""Crooghan a Venee""; #5 of 12 Irish songs"			1813	words: William Smyth					"WoO 154 #5, Grove 225"	
894	565/6			225/06	154/06	"Folksong Setting: ""Put round the bright wine"", air: ""Chiling O’Guiry""; #6 of 12 Irish songs"			1813	words: William Smyth; variations on this air: Op 105 #5					"WoO 154 #6, Grove 225"	
895	565/7			225/07	154/07	"Folksong Setting: ""From Garyone, my happy home"", air: ""Garyone""; #7 of 12 Irish songs"			1813	words: T Toms; replacement setting for WoO 152 #22					"WoO 154 #7, Grove 225"	
896	565/8			225/08	154/08	"Folksong Setting: ""Save me from the grave and wise"", air: ""Nora Creina""; #8 of 12 Irish songs"			1813	words: William Symth					"WoO 154 #8, Grove 225"	
897	565/9			225/09	154/09	"Folksong Setting: ""O would I were but that sweet linnet!"", air: ""The pretty girl milking the cows""; #9 of 12 Irish songs"			1813	words: William Smyth; replacement setting for Hess 198					"WoO 154 #9, Grove 225"	
898	565/10			225/10	154/10	"Folksong Setting: ""The hero may perish"", air: ""The fox’s sleep""; #10 of 12 Irish songs"			1813	words: William Smyth; another setting - WoO 156 #8					"WoO 154 #10, Grove 225"	
899	565/11			225/11	154/11	"Folksong Setting: ""The Soldier in a Foreign Land"", ""The piper who sat on his low mossy seat"", air: ""The Brown Maid""; #11 of 12 Irish songs"			1813	words: Joanna Baillie; another version is Hess 199					"WoO 154 #11, Grove 225"	
900	565/12			225/12	154/12	"Folksong Setting: ""He promis’d me at parting"", air: ""Killeavy""; #12 of 12 Irish songs"			1813	words: William Smyth					"WoO 154 #12, Grove 225"	
901	566	198				"Folksong Setting: ""O would I were but that sweet linnet!""; air: ""The pretty girl milking the cows"" (Irish)"			1812	words: William Smyth; original setting of WoO 154 #9					Hess 198	
902	567	—	116	116	—	"Trio for Solo Voice(s) & Orchestra: ""Tremate, empi, tremate""; for soprano, tenor, & bass w/ orchestra"	"Tremate, empi tremate"	1802-14	1802 - 1814	words: Bettoni? Giovanni de Gamerra?	B♭ major	3vv orch	Vocal		"Op. 116, Grove 116"	242
903	568	—	—	193	094	"Music for a drama for Orchestra, Chorus & Solo Voice(s) in B flat major: ""Germania"", finale for Trietschke’s Singspiel ""Die gute Nachricht"" (The Good News)"	Germania	1814	1814		B♭ major	vv ch orch	Stage	finale for the Singspield ''Die gute Nachricht'' by Georg Friedrich Treitschke	"WoO 94, Grove 193"	393
904	569	113				"Aria: Marcellina’s aria ""O wär ich schon mit dir vereint"""			1814	"1814 version, with an abbreviated ending"					Hess 113	
905	570/@@@	—	072/@@@	072/@@@	—	"Opera: ""Fidelio"", Opera in 2 Acts ,with overture ""Fidelio"""	"Fidelio, opera in 2 acts"	1814	1814	Libretto: Joseph Sonnleithner & Georg Friedrich Treitschke		vv ch orch	Stage	3rd version	"Op. 72, Grove 72"	132
906	570/@@@		072/@@@	072/@@@		"Overture: ""Fidelio"", Opus 72b, Grove 72c"			1814						"Op. 72 #2, Grove 72"	
907	571	123				Song			1813 - 1814	words: Zacharias Werner					Hess 123	
908	572	317				"Cantata: ""Europens Befreyungsstunde"""			1814						Hess 317	
909	573	—	—		102	"Song: ""Abschiedsgesang"" (Song of Farewell) for tenor & 2 basses ""Die Stunde schlägt"""	"Abschiedsgesang (""Die Stunde schlägt"") ('Song of Farewell')"	1814	1814	written for Leopold Weiss; words: Joseph von Seyfried	B♭ major	ten 2bass	Vocal		WoO 102	424
910	574	127	—		103	"Cantata in B flat major: ""Un lieto brindisi: Cantata campestre"" for 4 voices & piano acc ""Johannisfeier begehn wir heute"""	"Un lieto brindisi('Cantata campestre') (""Johannisfeier begehn wir heute"")"	1814	1814	written for Giovanni Malfatti; words: Clementi Bondi	B♭ major	4vv pf	Vocal		"WoO 103, Hess 127"	425
911	575					Sketch: for a second movement for a symphony; authorship: unfinished			1814							
912	576	—	118	118	—	"Choral Part-Song for Solo Voice(s) & Instrument(s): ""Elegischer Gesang"" (Elegiac Song); for 4 Voices w/ String Qrt or Piano"	"Elegischer Gesang (""Sanft wie du lebtest"")"	1814	1814	dedicated to Baron Johann Baptist von Pasqualati; words: Ignaz Franz von Castelli?; written to commemorate the third anniversary of the death of Pasqualati’s wife		4vv 2vn va vc	Vocal		"Op. 118, Grove 118"	244
913	577					Sketch for Piano; authorship: unfinished			1814	probably for the last movement of Piano Sonata #27 Opus 90						
914	578	—	090	090	—	Piano Sonata No. 27 in E minor	Piano Sonata No.27	1814	1814	dedicated to Count Moritz Lichnowsky	E minor	pf	Keyboard		"Op. 90, Grove 90"	167
915	579	—	—		164	"3-part Canon in C major: ""Freundschaft ist die Quelle wahrer Glückseligkeit"" (Friendship is the source of true bliss)"	"Freundschaft ist die Quelle wahrer Glückseligkeit, canon"	1814	1814		C major	3vv	Vocal		WoO 164	496
916	580	287			205/02	"Musical greetings for Solo Voice(s): ""Allein, allein, allein, jedoch. Silentium!!"" (WoO 205b), #2 of 10 musical greetings"			1814	written for Count Moritz Lichnowsky; Letter 498					"WoO 205 #2, Hess 287"	
917	581	—	136	136	—	"Cantata: ""Der glorreiche Augenblick"" (The Glorious Moment)"	Der glorreiche Augenblick (The Glorious Moment)	1814	1814	words: Aloys Weissenbach		4vv ch orch	Vocal		"Op. 136, Grove 136"	265
918	582					Sketch for String Quartet; authorship: unfinished			1814							
919	583	—	—		095	"Chorus for Orchestra & Chorus in A major: ""Chor auf die verbündeten Fürsten"" (Chorus for the Allied Princes) ""Ihr weisen Gründer"""	"Chorus for the Allied Princes (Chor auf die verbündeten Fürsten) (""Ihr weisen Gründer"")"	1814	1814	words: Carl Bernard	A major	ch orch	Vocal		WoO 95	394
920	584	097				"Piece for Piano: ""Wellingtons Sieg, oder die Schlacht bei Vittoria"" (Wellington’s Victory, or the Battle of Vittoria)"			1816	Opus 91 set for piano and two cannons					Hess 97	
921	585	281	—		199	"Joke in D major: ""Ich bin der Herr von zu"" (I am the man for you)"	Ich bin der Herr von zu	1814	1814	written for Archduke Rudolph of Austria; joke intended for the Archduke	D major	v	Vocal		"WoO 199, Hess 281"	535
922	586					Sketch for Unknown: for a sonata; authorship: unfinished			1814							
923	587	—	—		144	"Song in E flat major: ""Merkenstein"" (1st setting)"	Merkenstein	1814	1814	words: J B Rupprecht; 2nd setting is Opus 100	E♭ major	v pf	Vocal	1st setting of Op.100	WoO 144	472
924	588	—	089	089	—	Polonaise for Piano in C major	Polonaise in C major	1814	1814	dedicated to Empress Elisabeth Alexiewna of Russia	C major	pf	Keyboard		"Op. 89, Grove 89"	166
925	589	—	—	245	143	"Song in E flat major: ""Des Kriegers Abschied""; ""Ich zieh’ ins Feld von Lieb’entbrannt"""	"Des Kriegers Abschied (""Ich zieh' ins Feld von Lieb'entbrannt"")"	1814	1814	words: Christian Ludwig Reissig	E♭ major	v pf	Vocal		"WoO 143, Grove 245"	471
926	590			226/25	155/25	"Folksong Setting: ""The Parting Kiss"", ""Laura, thy sighs must now no more""; #25 of 26 Welsh songs"			1815	words: William Smyth					"WoO 155 #25, Grove 226"	
927	591	191				"Folksong Setting in G minor: ""The Vale of Clwyd"" (Welsh) ""Think not I’ll leave"""			1810	"early version of WoO 155 #19, for voice & piano"					Hess 191	
928	592					Sketch for Unknown: fragments for a Lyric Opera; authorship: unfinished			1814							
929	593	—	—	220	165	"4-part Canon: ""Glück zum neuen Jahr!"" (1st setting)"	"Glück zum neuen Jahr, canon"	1815	1815	written for Baron Johann Baptist von Pasqualati; other setting is WoO 176	D major	4vv	Vocal	1st setting of WoO 176	"WoO 165, Grove 220"	497
930	594	—	—		166	"3-part Canon in F major: ""Kurz ist der Schmerz, und ewig ist die Freude"" (Suffering is transitory, but joy is eternal) (2nd setting)"	"Kurz ist der Schmerz, und ewig ist die Freude, canon"	1815	1815	written for Louis Spohr; words: Friedrich von Schiller; other setting is WoO 163	F major	3vv	Vocal	2nd setting of WoO 163	WoO 166	498
931	595	—	—	202	096	"Music for a drama for Orchestra, Chorus & Solo Voice(s): ""Leonore Prohaska"""	"Leonore Prohaska, incidental music"	1815	1815	"Funeral march is orchestration of Piano Sonata No. 12 Opus 26, made at author’s (Friedrich Duncker) express wish"		nar sop mch orch	Stage	for the drama of the same name by Johann Friedrich Leopold Duncker; the funeral march (No. 4) is arr. for orch of movt. III from Op. 26	"WoO 96, Grove 202"	395
932	596	—	100	100	—	"Song: ""Merkenstein""; duo (2nd setting)"	Merkenstein	1815	1815	words: J B Rupprecht; 1st setting is WoO 144	F major	2vvv pf	Vocal	2nd setting of WoO 144	"Op. 100, Grove 100"	183
933	597	—	115	115	—	"Overture in C major: ""Zur Namensfeier"" (Name-Day)"	"Overture, 'Zur Namensfeier' (Name-Day)"	1814-15	1814 - 1815	dedicated to Prince Anton Heinrich Radziwill	C major	orch	Orchestral		"Op. 115, Grove 115"	241
934	598	—	—	194	097	"Chorus for Orchestra, Chorus & Solo Voice(s) in D major: ""Es ist vollbracht"" (It is fulfilled), final chorus from Treitschke’s Singspiel ""Die Ehrenpforten"" (The Triumphal Arches)"	"Es ist vollbracht, chorus"	1815	1815		D major	bass ch orch	Stage	finale for the Singspiel ''Die Ehrempforten'' by Georg Friedrich Treitschke	"WoO 97, Grove 194"	396
935	599/	—	102/		—		Cello Sonatas (2):	1815				vc pf	Chamber			185
936	599/1	—	102/1	102/1	—	Sonata No. 4 for Piano & Cello in C major	Cello Sonata No.4	1815	1815	dedicated to Countess Anna Marie Erdödy	C major	vc pf	Chamber		"Op. 102 #1, Grove 102"	186
937	599/2	—	102/2	102/2	—	Sonata No. 5 for Piano & Cello in D major	Cello Sonata No.5	1815	1815	dedicated to Countess Anna Marie Erdödy	D major	vc pf	Chamber		"Op. 102 #2, Grove 102"	187
938	600					"Sketch for Solo Voice(s): Das Schweigen, ""Lerne lerne Schweigen"", sketches for the canon Biamonti 649; authorship: unfinished"			1815							
939	601					Sketch: for a symphony in B minor; authorship: unfinished			1815							
940	602					Sketch for Piano & Cello: foa a Pastoral Sonata; authorship: unfinished			1815							
941	603					"Sketch for Unknown: for a March with ""horns in G""; authorship: unfinished"			1815							
942	604					Exercise for Instrument(s): counterpoint exercises			1815							
943	605					Sketch for Unknown in C minor: for a Sonata; authorship: unfinished			1815							
944	606					Andante for Instrument(s) in B minor; authorship: unfinished			1815	"Andante ""for pizzicati basses"" with a Trio in B major with ""clarinets"" perhaps for the Symphony Biamonti 601"						
945	607					"Sketch for Unknown in E flat major: for a Polonaise, perhaps for orchestra; authorship: unfinished"			1815							
946	608					Sketch for Unknown: of a fugue subject; authorship: unfinished			1815							
947	609	—	112	112	—	"Cantata: ""Meeresstille & glückliche Fahrt"" (Calm Sea & Prosperous Voyage)"	Meeresstille und glückliche Fahrt(Calm Sea & Prosperous Voyage)	1814-15	1814 - 1815	dedicated to Johann Wolfgang von Goethe; words: Goethe; sent to Goethe in 1822	D major	ch orch	Orchestral		"Op. 112, Grove 112"	238
948	610	249	—	207	167	"3-part Canon in C major: ""Brauchle, Linke"""	"Brauchle, Linke"	1815	1815		C major	3vv	Vocal		"WoO 167, Hess 249, Grove 207"	499
949	611	—	094	094	—	"Song: ""An die Hoffnung"" (To Hope); from Tiedge’s ""Urania"" ""Ob ein Gott sei?/Die du so gern"" (2nd setting)"	"An die Hoffnung (""Ob ein Gott sei?"")"	1813-15	1813 - 1815	words: Christoph August Tiedge; 1st setting is Opus 32	B♭ minor	v pf	Vocal	2nd setting; see Op.32	"Op. 94, Grove 94"	171
950	612/	—	—	228/	157/		Songs of Various Nationalities (12)	1815-20				vv (ch) vn vc pf	Vocal		"WoO 157 (all), Grove 228 (all)"	485
951	612/1			228/01	157/01	"Folksong Setting: ""God Save the King"", ""God save our Lord the King"" (English); #1 of 12 assorted folk songs"			1817	words: Henry Carey; variations on this air: WoO 78					"WoO 157 #1, Grove 228"	
952	612/2			228/02	157/02	"Folksong Setting: ""The Soldier"", ""Then, Soldier! come"" (Irish); #2 of 12 assorted folk songs"			1815	words: William Smyth					"WoO 157 #2, Grove 228"	
953	612/3			228/03	157/03	"Folksong Setting: ""Charlie is my darling"" (Scottish); #3 of 12 assorted folk songs"			1819						"WoO 157 #3, Grove 228"	
954	612/4			228/04	157/04	"Folksong Setting: ""O sanctissima"" (Sicilian); #4 of 12 assorted folk songs"			1817						"WoO 157 #4, Grove 228"	
955	612/5			228/05	157/05	"Folksong Setting: ""The Miller of Dee"", ""There was a jolly miller once"" (English); #5 of 12 assorted folk songs"			1819						"WoO 157 #5, Grove 228"	
956	612/6			228/06	157/06	"Folksong Setting: ""A health to the brave"" (Irish); #6 of 12 assorted folk songs"			1815	words: John Dovaston					"WoO 157 #6, Grove 228"	
957	612/7			228/07	157/07	"Folksong Setting: ""Robin Adair"", ""Since all thy vows, false maid"" (Irish); #7 of 12 assorted folk songs"			1815	words: Anonymous					"WoO 157 #7, Grove 228"	
958	612/8			228/08	157/08	"Folksong Setting: ""By the side of the Shannon"" (Irish); #8 of 12 assorted folk songs"			1815	words: William Smith					"WoO 157 #8, Grove 228"	
959	612/9			228/09	157/09	"Folksong Setting: ""Highlander’s Lament"", ""My Harry was a gallant gay"" (Scottish); #9 of 12 assorted folk songs"			1820	words: Robert Burns					"WoO 157 #9, Grove 228"	
960	612/10			228/10	157/10	"Folksong Setting: ""Sir Johnnie Cope"" (Scottish); #10 of 12 assorted folk songs"			1817	old Jacobite song					"WoO 157 #10, Grove 228"	
961	612/11			228/11	157/11	"Folksong Setting: ""The Wandering Minstrel"", ""I am bow’d down"" (Irish); #11 of 12 assorted folk songs"			1815	words: William Smyth					"WoO 157 #11, Grove 228"	
962	612/12			228/12	157/12	"Folksong Setting: ""La gondoletta"", ""La biondina in gondoletta"" (Venetian); #12 of 12 assorted folk songs"			1816						"WoO 157 #12, Grove 228"	
963	613			224/06	153/06	"Folksong Setting: ""Sad and luckless was the season""; #6 of 20 Irish songs"			1815	words: William Smyth; variations on this air: WoO 153 #6					"WoO 153 #6, Grove 224"	
964	614			224/13	153/13	"Folksong Setting: ‘""Tis sunshine at last""; #13 of 20 Irish songs"			1815	words: William Smyth; Hess 178 is duet setting					"WoO 153 #13, Grove 224"	
965	615	178				"Folksong Setting: ‘""Tis sunshine at last"" (Irish)"			1815	duet setting of WoO 153 #13					Hess 178	
966	616					Sketch for Unknown in A minor: beginning of a double fugue; authorship: unfinished			1815							
967	617					Sketch in D major: for a symphony; authorship: unfinished			1815							
968	618					"Fragment for Solo Voice(s): ""Ehre sei dir""; authorship: unfinished"			1815							
969	619					Passage for Unknown: 2 fugal passages; authorship: unfinished			1815							
970	620					Sketch for Unknown in D major: beginning of a double fugue; authorship: unfinished			1815							
971	621					"Allemande for Piano: and ""third piece"" perhaps for piano; authorship: unfinished"			1815							
972	622					Pastorella for Piano in C major			1815							
973	623					Sketch for Solo Voice(s) & Instrument(s); authorship: unfinished				"sketch for an alternate version of the folk song arrangement ""O, thou art the lad of my heart, Willy"" Opus 108 #11"						
